IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
40:00.0,bellvue,id,,flash,2,Electric Blue EMP in central IDAHO
25:00.0,braintree,vt,,unknown,1800,Craft with 5 rectangular openings that emitted white light seen in Braintree sky.   ((NUFORC Note:  Possible hoax??  PD))
30:00.0,newberry,nc,,light,20,Large green light appeared falling from sky and disappearing behind mountains-no tail or aura present.
30:00.0,wurtand,ky,,other,345600,light in the sky over wurtland ky.  ((NUFORC Note:  We suspect that the witness was observing Venus.  PD))
25:00.0,albuquerque/aiport,nm,,circle,5,Yellow ball accelerates rapidly from a standstill over Albuquerque Int&#39l Airport
06:00.0,okeeckobee,fl,,diamond,480,Another bright light over Lake Okeechobee.
00:00.0,anaheim hills/yorba linda/imperial blvd close to 91 freeway,ca,,unknown,20,Huge blue and green spheres orbiting a center object while the whole thing zipped around.
30:00.0,hilton head,sc,,light,1800,A fast moving light is observed over the ocean
00:00.0,lake shasta,ca,,light,5,A friend and I were driving from Tacoma to Los Angeles for vacation.  We were about half-way over the Lake Shasta bridge&#44 and off to th
00:00.0,saint charles township,il,,triangle,300,We were heading south on Randall and I saw a large triangle moving slowing across the sky about 1000 feet off the ground.  It had all k
00:00.0,elisabeth,co,,light,120,White light moves and disapers
00:00.0,cerrilillo,nm,,unknown,600,Secret Jet propulsion system seen in New Mexico Sky
15:00.0,murphreesboro,tn,,flash,0.3,Shiny speck of metal or something.
51:00.0,monument valley,ut,,other,20,Adult male driving in a remote area of Monument Valley&#44 southeastern UT&#44 observed a star-sized blue-white light describing a path with
00:00.0,hyas (canada),sk,,fireball,1800,It was a clear night just after christmas time when I was walking home from my cuzins who lives about a block down from where I live. I
00:00.0,west branch,mi,,light,60,I saw a bright white light with a haze around it when I was on the highway that flew behind a tree and disappeared.
10:00.0,centereach/selden/coram,ny,,triangle,540,Triangle shaped object hovering over selden and coram area&#44 very low and bright.
50:00.0,michigan (southeast portion) (in-flight sighting),mi,,light,600,Fast moving light spoted from commercial jet.
00:00.0,russlville,ar,,unknown,300,((HOAX??))  A object came up a blue ball came out and then flew away into a trangler think
30:00.0,cherry grove,sc,,triangle,240,TRI SHAPED CRAFT WITH THREE LIGHTS AND NO SOUND
40:00.0,auburn and westboro,ma,,other,900,3 Objects&#44 All were bright glittery&#44 2 eventually turned off bright lights and were observed&#44 third travlled quickly.
00:00.0,ocatilio wells,ca,,oval,900,We saw 5 orange orbs&#44 all in a line; they blinked out one by one I have pictures but not great ones.
30:00.0,st. clair shores,mi,,light,600,Bright green/red LED type light moving very fast and performing unusual manuevers with multiple witnesses.
47:00.0,monterey bay area,ca,,triangle,6,Triangle-shaped craft w/3 solid white lights on the bottom&#44 travelling fast&#44 visible about 6 sec.
10:00.0,oppenhium,ny,,oval,300,A large kitchen table sized&#44 ovel with lights going around it went past my house not making a sound.
16:00.0,primm (5 miles west of&#44 on i-15 westbound,nv,,light,120,Yellow in color. with a black rectangle in the yellow light. It was traveling from west to east. North of I-15
30:00.0,berthoud pass,co,,triangle,300,Up close and stealth-like on the backside of Berthoud Pass&#44 Colorado
45:00.0,coconut grove/miami,fl,,light,1200,three pinpoint dots very high in the sky above Coconut Grove in Miami&#44 FL
00:00.0,harmony township,nj,,cross,600,unusual object in Harmony Township skies
00:00.0,sault ste. marie (east of; algoma district)) (canada),on,,circle,300,7 or 8 Large Orange glowing UFOs Rise&#44make patterns&#44and race in our southern night sky.
00:00.0,phoenix/glendale (over),az,,light,1200,RED LIGHTS IN FORMATION OVER PHOENIX
45:00.0,north coventry,pa,,teardrop,4500,bright star-like object hovered over wooded area for at least 45 min.  ((NUFORC Note:  Possible sighting
00:00.0,temperence,mi,,light,120,12/29/09 1:00 am temperence&#44michigan light 2 min. Seen a BRIGHT light over temperence&#44michigan from my front deck of my home.
03:00.0,arabi/chalmette,la,,triangle,600,Triangle shaped aircraft with a light at each point&#44 different colors&#44 hovering about 100-200 feet above the ground.
50:00.0,spencerville (canada),on,,light,10,Light appeared into sky through the window as i was watching TV and it zipped down zig zagging into the forest. It looked like a star b
00:00.0,beaver dam,az,,light,3600,Light makes erratic movements over northern AZ and southern UT.
30:00.0,kailua kona,hi,,light,900,Light craft hovering over coast of Kona Hawaii I would say west above La&#39aloa beach park...
00:00.0,hampton roads,va,,triangle,10800,Traveling on I 95 to I 64 when I spotted 2 object in the sky. The object had at least four light on each object. The lights appeared gr
00:00.0,camp mccoy (enroute to),wi,,cylinder,1800,1951-2 winter sighting
30:00.0,las vegas/truth or consequences (between),nm,,disk,60,small black disk flying fast in sunny NM sky
24:00.0,boulder area (not sure: it was far away),co,,sphere,20,On the day I made this observation&#44 there was not a single cloud to be seen in the entire sky - a typically beautiful Colorado day&#33 As
30:00.0,petelo (near),mo,,light,900,It looked  like an orange firey disk huvering at tree level
00:00.0,westport,ma,,circle,300,I GOT UP TO LET MY DOGS OUT AS I DO EVERY NIGHT.. I ALWAYS CHECK THE WINDOWS. I GLANCED OUT MY KITCHEN WINDOW ( THAT FACES  WEST ) AND
00:00.0,braintree,vt,,circle,600,Another bright bright lite in sky
00:00.0,gulf of mexico (over),tx,,other,480,Five rodlike structures seen at 35&#44000 feet over Gulf of Mexico.
30:00.0,bluffton,sc,,light,180,Moving lights in the south carolina Sky.
00:00.0,temecula/menifee,ca,,triangle,300,Little triangles&#44 and one big one with multiple lights&#44 huge.
45:00.0,thompson&#39s station,tn,,light,5400,Distant point of light zig-zags&#44 hovers and then moves rapidly across sky
39:00.0,dulles (fairfax/loudon),va,,flash,0.5,Rare White Light of Unknown Origin with Pulse/Strobe/Ovalblanket
00:00.0,long lake/traverse city,mi,,changing,7200,Blues Greens and Purples.  Flat shoelace like object changing into ball shape.
30:00.0,marco island,fl,,teardrop,600,I was walking north on the beach on Marco Island when I looked up after I heard a loud plane. It was a grey colored single engined plan
30:00.0,los angeles/silver lake,ca,,fireball,300,3 fiery red lights flying in formation over east Los Angeles.
47:00.0,keys/ceres (between),ca,,other,600,On New Years Eve Night I witnessed 6 glowing objest in the sky moving very slow. I wasn&#39t seeing things because I only had 1 Drink all
48:00.0,keys/ceres (between&#44 right over hyw 99),ca,,changing,180,At a familly gathering new years eve night 6 lit up object that where almost set up in a V formation exept for 1 that was down and in t
59:00.0,ybor,fl,,oval,1200,Large object above thousands... and only a few reacted.
30:00.0,shoreline/edmonds,wa,,light,2,Large ball of light in the sky falling slowly to the ground
13:00.0,monrovia/arcadia/auarte area,ca,,other,600,There was three lights in perfect alignment(diaganol) flashing in sequence&#44 revealing the size and shape of the ufo
00:00.0,shelby township,mi,,light,1800,Red&#44 Blue&#44 &amp; White Lights circle Stoney Creek/Rochester Area&#44 Move North
00:00.0,cumberland,me,,other,3,Strange green object dropping vertically in the semi-cloudy night sky over Cumberland&#44 Maine.  Then suddenly dissapearing.
59:00.0,santa rsoa,ca,,light,300,17 objects in the sky moving in a side to side and up and down pattern.  All 17 objects moved away and slowly faded away as if they wer
00:00.0,imperial desert,ca,,oval,6312000,The Object was more round than Oval. It was behind the cloulds &#44the moon was very bright that night so you could see very good. I looke
00:00.0,freehold township,nj,,diamond,30,Loud piercing sonar metal like disturbance at 4am in freehold&#44NJ December 31&#442007
00:00.0,florida (southern),fl,,circle,2,a jet and orb flying together same speed
30:00.0,n. hollywood,ca,,cigar,70,something exploding over Universal Studios in many shining pieces
10:00.0,carmel,ca,,light,60,Unidentified &quot;dual&quot; satellite
30:00.0,poipu koloa,hi,,light,120,Poipu beach&#44 Kauai&#44 Hawaii New Years sighting of two firelike objects in the sky.
43:00.0,fairfax,pa,,light,120,6 red lights flying in a line over Fairfax&#44 VA while changing speed and position before simultaneously disappearing
00:00.0,hwy 58 (past 119),va,,circle,60,Group of 5 or 6 circular objects around 8pm seen on 58 near rt119.  Appearance of group in a zigzag very bright and orange. I managed t
00:00.0,prescott/prescott valley,az,,light,5,Green light/sphere seen in Prescott/Prescott Valley
20:00.0,washington&#44 d.c.,dc,,triangle,900,Saw a triangular craft flying north to south&#44 few minutes saw a chemtrail moving east to west.
30:00.0,wahkiakum county (willapa hills),wa,,chevron,180,Tonight&#44 in SW Washington&#44 a very bright orange light was moving in a northerly direction&#44 apparently crossing the Columbia River and p
00:00.0,karne city,tx,,fireball,1800,What looked like fire balls in sky.
20:00.0,crandal,in,,sphere,300,Saw a white orb with red glow hovering off the ground about a 60 feet the red glow disapeared dropped a couple of feet and headed sout
30:00.0,carson,nv,,circle,60,Hovering Craft looked like it had two levels. 3/4 lights.
00:00.0,in-flight (danver to los angeles),ca,,light,300,We saw bright lights that we could not explain.
40:00.0,westport/wadhams,ny,,light,240,Red orb lights in sky.
20:00.0,north seattle,wa,,other,120,Approx. 9:20pm December 31st&#44 2013 Location:  North Seattle Area  Looking west from our home we noticed a bright red/orange ball.  It s
42:00.0,eastvale,ca,,formation,180,4 fireball red light in formation.
00:00.0,nisqually delta,wa,,,15,Woman &amp; husband&#44 while driving S on Hwy. I-5&#44 witness obj. beside road light up huge area of sky for 3 sec.&#44  again 10 min. later.
05:00.0,holstein/heartwell (in country between),ne,,triangle,420,Father and son driving west on Hiway 6&#44 around 6 pm. Glowing object stationary for 6 to 7 minutes. Object turns on end&#44 then turns to s
00:00.0,saddle mountains,wa,,,1800,Jets?  With only white lights&#44 one emitting bright white flashes every minute or so
30:00.0,kings county (canada),ns,,flash,3300,I SEEN A STRANGE LIGHT IN THE NIGHT SKY JAN23/01.  ONE TIME  LAST SUMMER I SEEN A STRANGE FALLING OBJECT IN THE DAYLIGHT SKY OVER BLACK
00:00.0,swan hills (canada),ab,,circle,600,UFO remains fixed in the sky as commercial jets fly above it.
30:00.0,san carlos apache reservation,az,,unknown,5,Saw a huge bright red/orange object flying south and low at a high rate of speed over San Carlos Apache Reservation.   Disappared in a
45:00.0,st.regis (canada),pq,,sphere,3,A glowing greenish ball of light  falls out of the night sky.
00:00.0,norquay (canada),sk,,sphere,1200,They were observing us.
30:00.0,reed spring,mo,,light,7200,5:30 met friend to go to work. he is talking about light he has been watching in the south and also another much brighter light in the
00:00.0,sunol/pleasanton,ca,,triangle,30,7 Lights&#44 Big to small&#44 moving to the center of the triangle&#44 appearing out of no where as if going un cloaked.
30:00.0,dallas/fort worth,tx,,light,600,Three bright round lights at high altitude hovering in the sky  adjacent the airliner I was in. Moved very little
30:00.0,harrison township,mi,,disk,60,Slow moving object
35:00.0,robert moses beach,ny,,circle,600,I work at the Islandia Marriot on Long Island&#44 New York.  I have been working there for about 8 or 9 months now.  I have access to the
00:00.0,westbranch,mi,,light,120,Me and my associate were driving south on hwy I-75 at 3am&#44 as soon as we enterd westbranch MI we saw a bright light hovering over the t
30:00.0,south st. paul,mn,,light,9000,Green lights from georgia to Minnesota?
00:00.0,eldorado,ar,,other,90,ufo blows up leaves void then returns to original white light.  ((NUFORC Note:  Possibly a sighting of Sirius.  PD))
45:00.0,beaver dam,az,,light,180,6 bright lights near Mesquite Nv.
03:00.0,lake tapps,wa,,triangle,60,Black triangle with light red lights over pasture and trees
30:00.0,lisbon,ct,,circle,5,There was a bright gray circular object that crossed the sky in a matter of seconds and dissapered. 500 Lights On Object0: Yes
00:00.0,neville island,pa,,light,3600,IT IS A SYMETRICAL WHITE LIGHT MAKING A PERFECT CIRCLE
05:00.0,borden carleton (canada),pe,,diamond,600,The object was well lit up&#44 on the clear night&#44 was moving very slow&#44 also the object didn&#39t make any noise&#33
15:00.0,bloomington/minneapolis,mn,,triangle,1200,I was driving on a highly used freeway across a bridge. I Don&#39t remember much&#44 I just remember feeling like this doesn&#39t seem normal. P
10:00.0,stevenson ranch,ca,,light,2700,Early morning bright/dimming white light&#44 moved&#44 dissapeared/reappeared.
00:00.0,lake tapps,wa,,circle,3,White glowing object appears&#44 moves very fast&#44 and then dissappeared.
00:00.0,grahm/spanaway,wa,,circle,2700,UFO spotted in Grahm/Spanaway Washington State.  ((NUFORC Note:  Sighting of Sirius??  PD))
00:00.0,miami/fort lauderdale,fl,,light,259200,Beams of Energy &amp; Illuminated Particles&#44 Rapidly Moving Clusters of Stars
35:00.0,pointplace,oh,,fireball,35,I was walking my dog saw a yellowish white fire ball flying over Lake Erie as it crossed land it done like a 90 degree turn acelerated
00:00.0,west virginia,va,,other,420,((HOAX??))  Truck driver saw massive craft as big as a mountain with lights over West Virginia.
00:00.0,kissimme,fl,,circle,600,Glowing circular object flaming across the sky leaving glowing white smoke and seen by people playing basketball.
30:00.0,lehigh,fl,,fireball,900,Comet like Fire Ball Turned into craft  then there were two then they disappeared.
